ID,Category,Content,Penalty,Difficulty
1780,GROUP_TRUTH,"Lý do: Ai đang ngồi ghế có dựa lưng? Vì sướng quá hóa rồ. (Ai ngồi ghế đẩu không dựa thì thoát).","Hội ghế dựa uống 1 ly",Position
1781,ITEM,"[SỰ KIỆN] So Le Ngược: Người ngồi vị trí 2, 4, 6... (tính từ bạn) được quyền chỉ định người ngồi vị trí 1, 3, 5... uống hộ mình 1 ly.","Số lẻ uống hộ số chẵn",Chaos
1782,ITEM,"[SỰ KIỆN] Domino Đổ: Bạn uống 1 ngụm. Người bên phải uống 2 ngụm. Người tiếp theo 3 ngụm... Cứ thế tăng dần cho đến hết vòng.","Uống tăng dần",Hard
1783,GROUP_TRUTH,"Lý do: Ai đang bắt chéo chân PHẢI lên chân TRÁI? Vì dáng ngồi này làm tắc mạch máu. Uống cho thông.","Hội chéo chân phải uống 1 ly",Body
1784,ITEM,"[SỰ KIỆN] Áo Cộc Tay vs Áo Dài Tay: Bên nào quân số ít hơn thì phải uống để 'bảo tồn'. Nếu bằng nhau thì tất cả cùng uống.","Phe ít người hơn uống 1 ly",Fashion
1785,ITEM,"[SỰ KIỆN] Định Luật Bảo Toàn: Người rót rượu gần nhất và người được rót rượu gần nhất cùng uống giao bôi.","2 người liên quan uống",Fun
1786,ITEM,"[SỰ KIỆN] Tứ Trụ Triều Đình: 4 người ngồi ở 4 góc bàn (hoặc 4 hướng Đông Tây Nam Bắc) phải đứng dậy uống.","4 góc bàn uống 1 ly",Position
1787,GROUP_TRUTH,"Lý do: Ai đang để tay lên bàn? Vì chiếm diện tích quá. Bỏ tay xuống hoặc uống.","Hội để tay lên bàn uống 1 ly",Position
1788,ITEM,"[SỰ KIỆN] Gắp Thăm May Mắn: Bạn nhắm mắt, xoay 3 vòng rồi chỉ tay loạn xạ. Trúng ai người đó uống. Trúng không khí thì bạn uống.","Tùy ngón tay chỉ",Luck
1789,ITEM,"[SỰ KIỆN] Bom Hẹn Giờ: Đếm số 1-2-3... theo vòng tròn. Ai đếm trúng số ngày sinh của bạn (VD bạn sinh ngày 15, ai đếm 15) thì người đó nổ banh xác.","Người trùng ngày sinh uống 2 ly",Luck
1790,GROUP_TRUTH,"Lý do: Ai có tóc mái che trán? Vì che giấu sự thông minh.","Hội tóc mái uống 1 ly",Fashion
1791,ITEM,"[SỰ KIỆN] Cơn Mưa Ngang Qua: Bạn cầm thìa gõ vào bát/cốc. Gõ bao nhiêu tiếng thì người ngồi cách bạn bấy nhiêu ô (về bên phải) phải uống.","Người bị chỉ định uống",Math
1792,ITEM,"[SỰ KIỆN] Đảo Chính: Tất cả những người chưa bị phạt ly nào từ đầu cuộc chơi đến giờ phải uống 1 ly 'khai vị'.","Hội bất tử uống 1 ly",Fair
1793,GROUP_TRUTH,"Lý do: Ai đang dùng ốp lưng điện thoại màu đen? Vì cuộc đời u ám quá.","Team ốp đen uống 1 ly",Object
1794,ITEM,"[SỰ KIỆN] Kính Lão Đắc Thọ: 3 người lớn tuổi nhất bàn uống 1 ly chúc sức khỏe các em.","Hội người cao tuổi uống 1 ly",Age
1795,ITEM,"[SỰ KIỆN] Tre Già Măng Mọc: 3 người trẻ tuổi nhất bàn uống 1 ly để mau lớn.","Hội nhi đồng uống 1 ly",Age
1796,GROUP_TRUTH,"Lý do: Ai không đeo đồng hồ? Vì không biết quý trọng thời gian.","Hội không đồng hồ uống 1 ly",Object
1797,ITEM,"[SỰ KIỆN] Vòng Tròn Olympic: 5 người ngồi liên tiếp nhau (bắt đầu từ bạn) uống giao bôi dây chuyền (móc tay vào nhau).","5 người uống 1 ly",Teamwork
1798,ITEM,"[SỰ KIỆN] Sàng Lọc Tự Nhiên: Ai đang cầm điện thoại trên tay thì uống. Ai không cầm thì thoát.","Hội nghiện điện thoại uống 1 ly",Action
1799,ITEM,"[SỰ KIỆN] Đổi Vị Trí: Người ngồi vị trí số 1 (bạn) uống. Người ngồi vị trí số 2 uống. Người ngồi vị trí số 4 uống. Người ngồi vị trí số 8 uống (Cấp số nhân).","1-2-4-8 uống 1 ly",Math
1800,GROUP_TRUTH,"Lý do: Ai đang đi giày thể thao (Sneaker)? Vì đi nhậu mà đi giày kín quá bí chân.","Team Sneaker uống 1 ly",Fashion
1801,ITEM,"[SỰ KIỆN] Chọn Lọc Ngẫu Nhiên: Bạn tung 1 đồng xu (hoặc nắp chai). Sấp: Những người bên TRÁI bạn uống. Ngửa: Những người bên PHẢI bạn uống.","Một nửa bàn uống",Luck
1802,ITEM,"[SỰ KIỆN] Cô Lập Kẻ Thù: Bạn ghét ai nhất bàn? Chỉ tay vào người đó. Hai người ngồi cạnh người đó (bảo kê) phải uống thay.","2 vệ sĩ uống 1 ly",Tactical
1803,GROUP_TRUTH,"Lý do: Ai có tên lót là 'Thị' hoặc 'Văn'? Tên phổ thông quá, uống phạt.","Team Thị/Văn uống 1 ly",Name
1804,ITEM,"[SỰ KIỆN] Đồng Hồ Cát: Bắt đầu từ bạn, mọi người lần lượt uống. Người sau phải uống nhiều hơn người trước một chút (nhấp môi -> nửa ly -> cạn ly).","Uống tăng dần theo vòng",Flow
1805,ITEM,"[SỰ KIỆN] Thử Thách Tình Bạn: Bạn chọn 1 người. Người đó chọn 1 người khác. Người thứ 3 chọn người thứ 4... Dây chuyền 5 người. Người cuối cùng bị chọn phải uống.","Người thứ 5 uống 1 ly",Chain
1806,GROUP_TRUTH,"Lý do: Ai đang mặc áo có cổ (sơ mi, polo)? Vì lịch sự quá mức quy định.","Team áo có cổ uống 1 ly",Fashion
1807,ITEM,"[SỰ KIỆN] Cặp Đôi Hoàn Hảo: Người ngồi đối diện bạn và người ngồi đối diện của người bên cạnh bạn uống. (Hai cặp đối đỉnh).","2 cặp đối diện uống",Position
1808,ITEM,"[SỰ KIỆN] Xả Kho: Ai còn bia trong ly thì uống hết. Ai ly rỗng thì rót đầy rồi... để đó (không uống).","Người còn bia uống cạn",Clean
1809,GROUP_TRUTH,"Lý do: Ai có tóc rẽ ngôi giữa (bổ luống)? Vì nhìn 'quyển vở' quá.","Team Đan Trường uống 1 ly",Hair
1810,ITEM,"[SỰ KIỆN] Vòng Quay Mặt Trời: Quay chai bia. Chai dừng lại. Người bị chai chỉ và 2 người bên cạnh họ phải đứng lên xoay 1 vòng rồi uống.","3 người uống 1 ly",Fun
1811,ITEM,"[SỰ KIỆN] Luật Nhân Quả: Ai đã từng chỉ định bạn uống trong ván này? Tất cả những người đó phải uống lại 1 ly tạ lỗi.","Những kẻ từng hại bạn uống",Karma
1812,GROUP_TRUTH,"Lý do: Ai dùng điện thoại iPhone đời cũ (có nút Home)? Vì hoài cổ.","Team nút Home uống 1 ly",Tech
1813,ITEM,"[SỰ KIỆN] Cơn Lốc Màu Da Cam: Ai mặc áo màu cam, đỏ, vàng (tông nóng) phải uống. Tông lạnh (xanh, đen, trắng) cổ vũ.","Team màu nóng uống 1 ly",Color
1814,ITEM,"[SỰ KIỆN] Sóng Thần: Bắt đầu từ bạn. Bạn uống. Người bên trái uống. Người bên phải uống. Người đối diện uống. (Hình chữ Thập).","4 người hình chữ thập uống",Position
1815,GROUP_TRUTH,"Lý do: Ai đi tất (vớ) lệch màu hoặc rách? Tự thú đi.","Hội cái bang uống 1 ly",Bựa
1816,ITEM,"[SỰ KIỆN] Vì Sao Đưa Anh Tới: Bạn chỉ lên trời. Ai nhìn theo tay bạn thì người đó uống. Ai không nhìn thì thoát.","Kẻ tò mò uống 1 ly",Trick
1817,ITEM,"[SỰ KIỆN] Chia Rẽ Nội Bộ: Những cặp đôi (người yêu) đang ngồi cạnh nhau phải tách ra ngồi xa nhau. Nếu không tách, uống mỗi người 2 ly.","Cặp đôi uống hoặc tách",Love
1818,GROUP_TRUTH,"Lý do: Ai có hình xăm ở vị trí kín đáo (không lộ ra ngoài)? Tự giác uống.","Hội mực ngầm uống 1 ly",Body
1819,ITEM,"[SỰ KIỆN] Bốc Thăm May Rủi: Viết tên mọi người ra giấy. Bốc 1 tên. Người đó uống 1 ly. Bốc tên mình thì mình uống 2 ly.","Xổ số uống 1 ly",Luck
1820,ITEM,"[SỰ KIỆN] Đại Tiệc: Tất cả mọi người cùng đứng dậy, cụng ly hô 'Một Hai Ba Zô' và uống 50% ly để tăng tình đoàn kết.","Cả làng uống 50%",Party
431,CURSE,"Lời nguyền Mèo Mun: Trong 1 vòng tới, sau khi nói bất cứ câu gì phải thêm tiếng 'Meo' vào cuối. Quên là phạt.","Quên Meo uống 1 ly",Fun
432,PARTNER,"Chọn 1 người. Hai bạn phải diễn cảnh Titanic (ôm eo từ phía sau và dang tay) ở mũi tàu trong 30 giây.","Cười hoặc buông tay uống 1 ly",Fun
433,MINI-GAME,"Thi Đứng Tấn: Bạn và người bên phải cùng hạ thấp trọng tâm (như ngồi ghế). Ai mỏi chân đứng lên trước thì thua.","Người thua uống 1 ly",Physical
434,DARE,"Gửi một tin nhắn thoại (Voice) vào nhóm lớp/công ty hát một câu trong bài 'Happy Birthday' (dù không phải sinh nhật ai).","Không làm uống 2 ly",Chaos
435,VOTE,"Ai là người hay dỗi hoặc hay làm mình làm mẩy nhất bàn? Chỉ tay vạch trần.","Công chúa bong bóng uống 1 ly",Fun
436,BRAIN,"Kể tên 3 loại sữa (Sữa bò, Sữa đậu nành...) trong 5 giây. Vấp là uống.","Thiếu canxi uống 1 ly",Skill
437,ITEM,"[GIỮ LẠI] Thẻ Từ Chối: Dùng thẻ này để từ chối trả lời 1 câu hỏi TRUTH quá nhạy cảm.","Không uống",Tactical
438,SECRET,"[ĐỌC THẦM] Cố tình khen món ăn/đồ uống dở tệ. Nếu ai đó đồng tình với bạn, họ dính bẫy. Nếu ai đó phản bác, bạn uống.","Nạn nhân uống 1 ly",Tactical
439,BUDDY,"Chọn Đồng Đội Mù: Chọn 1 người. Trong 1 vòng tới, người đó phải nhắm mắt khi uống, và bạn là người cầm ly đút cho họ uống.","Làm đổ uống thêm 1 ly",Fun
440,SKILL,"Xếp tháp tiền: Dùng 3 tờ tiền (hoặc 3 đồng xu/nắp chai) xếp chồng lên nhau trên móng tay cái. Giữ trong 5 giây.","Rơi uống 1 ly",Skill
441,GROUP_TRUTH,"Ai đã từng lục thùng rác (hoặc spam) để tìm lại tin nhắn đã xóa của người yêu cũ? Tự giác uống.","Lụy tình uống 1 ly",Fun
442,DARE,"Cho phép người bên trái búng tai bạn 3 cái thật mạnh.","Không chịu đau được uống 1 ly",Physical
443,TRUTH,"Nếu được phép giết một người mà không bị đi tù, bạn nghĩ đến ai đầu tiên? (Chỉ nêu tên viết tắt hoặc mối quan hệ).","Không nói uống 2 ly",Dark
444,PARTNER,"Chọn 1 người. Hai bạn cùng làm động tác E.T (chạm ngón tay trỏ vào nhau) và nhìn nhau đắm đuối trong 30 giây.","Cười uống 1 ly",Fun
445,CURSE,"Lời nguyền Cấm Dùng Ngón Trỏ: Trong 1 vòng tới, cấm dùng ngón trỏ để chỉ trỏ hoặc cầm nắm. Phải dùng các ngón khác.","Vi phạm uống 1 ly",Hard
446,MINI-GAME,"So độ dài tóc: So tóc với người bên trái. Ai tóc ngắn hơn thì uống. (Nếu trọc thì thua chắc).","Tóc ngắn hơn uống 1 ly",Body
447,VOTE,"Ai là người có khả năng sống sót lâu nhất nếu có đại dịch Zombie xảy ra? Chỉ tay vào người đó.","Kẻ sinh tồn uống 1 ly mừng thọ",Fun
448,BRAIN,"Kể tên 5 loại nhạc cụ (Guitar, Piano...) trong 10 giây. Vấp là uống.","Mù âm nhạc uống 1 ly",Skill
449,SKILL,"Thử thách Water Bottle Flip: Tung chai nước (hoặc chai nhựa còn 1 ít nước) sao cho nó đứng được trên bàn. 3 lượt thử.","Thất bại uống 1 ly",Skill
450,ITEM,"[GIỮ LẠI] Thẻ Đổi Hướng Gió: Đổi chiều vòng chơi và bắt người vừa uống xong phải uống thêm 1 ly nữa.","Nạn nhân uống thêm 1 ly",Tactical
451,SECRET,"[ĐỌC THẦM] Giả vờ gọi sai tên món ăn/đồ uống. Ai là người đầu tiên sửa lưng bạn ('Cái này là bò mà'), người đó dính bẫy.","Thánh bắt bẻ uống 1 ly",Tactical
452,GROUP_TRUTH,"Ai đã từng đi bar/pub mà quên mang tiền hoặc thẻ, phải để bạn bè trả hộ? Tự giác uống.","Hội ăn bám uống 1 ly",Fun
453,DARE,"Ngửi chân (hoặc giày) của chính mình và nhận xét mùi hương một cách chân thực nhất.","Không làm uống 2 ly",Bựa
454,TRUTH,"Bạn đã bao giờ nghĩ đến chuyện phẫu thuật chuyển giới chưa?","Không trả lời uống 1 ly",Fun
455,PARTNER,"Chọn 1 người. Hai bạn phải cụng ly 3 lần: Trên - Dưới - Giữa rồi mới được uống. Làm sai nhịp uống lại.","Làm sai uống 1 ly",Fun
456,MINI-GAME,"Trò chơi Ninja: Bạn và người đối diện đứng dậy. Ai dẫm được vào chân người kia trước thì thắng (nhẹ nhàng thôi).","Người bị dẫm chân uống 1 ly",Physical
457,VOTE,"Ai là người hay hứa lèo (hứa cho vui mồm) nhất? Chỉ tay vạch mặt.","Thất hứa uống 1 ly",Chaos
458,BRAIN,"Kể tên 3 tên đường phố ở khu vực bạn đang ngồi trong 10 giây.","Mù đường uống 1 ly",Skill
459,SKILL,"Dùng 2 ngón út để nâng ly bia lên uống (kiểu quý tộc). Không được dùng các ngón khác hỗ trợ.","Làm đổ hoặc dùng ngón khác uống 1 ly",Skill
460,CURSE,"Lời nguyền MC Đám Cưới: Trong 1 vòng tới, khi nói chuyện phải dùng giọng điệu ngân nga, sến súa như MC đám cưới.","Nói giọng thường uống 1 ly",Fun
461,BUDDY,"Chọn Đồng Minh Đối Lập: Chọn người khác giới tính với bạn. Trong 1 vòng tới, hễ bạn đứng lên thì người đó phải ngồi, bạn ngồi thì người đó phải đứng.","Làm sai uống 1 ly",Fun
462,ITEM,"[GIỮ LẠI] Thẻ Quay Ngược Thời Gian: Bắt người vừa ra lệnh phạt bạn phải thực hiện lại chính yêu cầu đó.","Kẻ ra lệnh phải làm/uống",Tactical
463,SECRET,"[ĐỌC THẦM] Hỏi người bên cạnh 'Ê, mày có thấy nóng không?'. Nếu họ bảo 'Có' hoặc 'Không', họ thua. Họ phải lờ đi mới thắng.","Người trả lời uống 1 ly",Tactical
464,DARE,"Mở Camera trước, quay video 10s cảnh bạn đang lè lưỡi liếm mép một cách biến thái. Không cần post, chỉ cần quay cho cả bàn xem.","Không làm uống 2 ly",Bựa
465,TRUTH,"Điều gì ở bản thân khiến bạn tự ti nhất (Ngoại hình, tính cách...)?","Không nói uống 1 ly",Deep
466,PARTNER,"Chọn 1 người. Hai bạn thi vật tay bằng ngón út (móc ngón út vào nhau). Ai buông tay hoặc kêu đau trước thì thua.","Người thua uống 1 ly",Physical
467,MINI-GAME,"Đoán giờ: Không nhìn đồng hồ/điện thoại. Bạn đoán xem bây giờ là mấy giờ mấy phút. Sai lệch quá 10 phút thì uống.","Đoán sai uống 1 ly",Luck
468,VOTE,"Ai là người có khả năng trở thành Đại gia bất động sản nhất? Chỉ tay lấy vía.","Đại gia tương lai uống 1 ly",Fun
469,BRAIN,"Kể tên 3 ứng dụng (App) chỉnh sửa ảnh trên điện thoại. Trong 5 giây.","Sống ảo kém uống 1 ly",Skill
470,SKILL,"Đặt 1 tờ giấy ăn lên đầu và đi một vòng quanh ghế ngồi của mình mà không làm rơi.","Rơi uống 1 ly",Skill
471,CURSE,"Lời nguyền Cấm Nhìn Thẳng: Trong 1 vòng tới, khi nói chuyện với ai không được nhìn vào mắt họ. Phải nhìn vào tai hoặc trán.","Nhìn vào mắt uống 1 ly",Hard
472,ITEM,"[GIỮ LẠI] Thẻ Joker: Thẻ này không có tác dụng gì cả. Bạn chỉ giữ nó để dọa người khác thôi. (Hoặc dùng để lừa đổi thẻ với người khác).","Không uống",Tactical
473,SECRET,"[ĐỌC THẦM] Giả vờ làm rơi 1 chiếc đũa. Khi cúi xuống nhặt, hãy buộc dây giày của người bên cạnh vào chân ghế (nếu được). Nếu không buộc được thì thôi.","Bị phát hiện uống 1 ly",Chaos
474,GROUP_TRUTH,"Ai đã từng đi hát Karaoke tay vịn (hoặc gọi đào)? Tự giác uống.","Dân chơi uống 2 ly",18+
475,DARE,"Cho người bên trái vẽ ria mép lên mặt bạn bằng bút bi/bút dạ.","Không làm uống 2 ly",Hard
476,TRUTH,"Bạn thấy người yêu của bạn thân có hấp dẫn không? Đánh giá thật lòng.","Không nói uống 2 ly",Drama
477,PARTNER,"Chọn 1 người. Hai bạn cùng hát bài 'Cháu lên ba' theo phong cách Rock hoặc Rap.","Hát dở uống 1 ly",Fun
478,MINI-GAME,"Oẳn tù tì kiểu Nhật (Ra cùng lúc). Ai ra Giấy thắng Búa, Búa thắng Kéo, Kéo thắng Giấy. Ai thắng được búng trán người thua.","Người thua uống 1 ly",Fun
479,VOTE,"Ai là người hay than nghèo kể khổ nhưng lúc nào cũng có tiền đi chơi? Chỉ tay.","Đại gia ngầm uống 1 ly",Fun
480,BRAIN,"Đọc bảng chữ cái tiếng Việt nhưng bỏ qua dấu (A, A, O, B, C, D, D...). Ai đọc nhầm dấu (Á, Ớ...) thì uống.","Đọc sai uống 1 ly",Skill
481,CURSE,"Lời nguyền Tượng Sáp: Trong 1 vòng tới, khi nhạc tắt (hoặc ai đó vỗ tay), bạn phải đứng yên bất động.","Cử động uống 1 ly",Fun
482,PARTNER,"Chọn 1 người. Hai bạn phải khoác tay nhau uống ly rượu này, nhưng ly của bạn người kia cầm, ly người kia bạn cầm.","Làm đổ uống 1 ly",Skill
483,MINI-GAME,"Thi Thổi nến (bằng miệng hoặc mũi): Đặt bật lửa cách xa 1 gang tay. Ai thổi tắt được ngọn lửa nhanh hơn thì thắng.","Người thua uống 1 ly",Skill
484,DARE,"Tự khen mình xinh đẹp/đẹp trai trong gương nhà vệ sinh to tiếng đủ để người ngoài nghe thấy.","Không làm uống 2 ly",Chaos
485,VOTE,"Ai là người có tửu lượng ảo ma nhất (lúc say lúc tỉnh không biết đường nào mà lần)? Chỉ tay.","Thánh diễn sâu uống 1 ly",Fun
486,BRAIN,"Kể tên 5 loại kem đánh răng (PS, Colgate...) trong 10 giây.","Ở bẩn uống 1 ly",Skill
487,ITEM,"[GIỮ LẠI] Thẻ Phân Thân: Khi bị phạt uống, bạn uống 1 nửa và chỉ định 1 người khác uống 1 nửa còn lại.","Chia sẻ 50% hình phạt",Tactical
